bigg_id	name	old_bigg_ids	inchikey
12dgr1819Z1619Z_h	1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl, 18:1(9Z)/16:1(9Z))	12dgr1819Z1619Z; 12dgr1819Z1619Z_h	
12dgr1819Z18111Z_c	1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl, 18:1(9Z)/18:1(11Z))	12dgr1819Z18111Z; 12dgr1819Z18111Z_c	
12dgr1819Z1819Z_h	1,2-Diacyl-sn-glycerol (1,2-di-(9Z)-octadecenoyl, 18:1(9Z)/18:1(9Z))	12dgr1819Z1819Z; 12dgr1819Z1819Z_h	
13Shpocdcy1829Z11Ea_c	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid	13Shpocdcy1829Z11Ea; 13Shpocdcy1829Z11Ea_c	JDSRHVWSAMTSSN-IRQZEAMPSA-N
1agpe18111Z_c	1-Acyl-sn-glycero-3-phosphoethanolamine (18:1(11Z))	1agpe18111Z; 1agpe18111Z_c	
1Dgali_h	1 alpha D Galactosyl myo inositol C12H22O11	1Dgali; 1Dgali_h	
1odecg3p_h	1-octadecanoyl-sn-glycerol 3-phosphate	1odecg3p; 1odecg3p_h	LAYXSTYJRSVXIH-HXUWFJFHSA-L
23dhmb_h	(R)-2,3-Dihydroxy-3-methylbutanoate	23dhmb; 23dhmb_h	JTEYKUFKXGDTEU-VKHMYHEASA-M
26dmani_e	2,6-Dimethylaniline	26dmani; 26dmani_e	UFFBMTHBGFGIHF-UHFFFAOYSA-N
2aobut_x	L-2-Amino-3-oxobutanoate	2aobut; 2aobut_x	SAUCHDKDCUROAO-VKHMYHEASA-N
2mbdhl_m	S-(2-Methylbutanoyl)-dihydrolipoamide	2mbdhl; 2mbdhl_m	UFNCWFSSEGPJNL-UHFFFAOYSA-N
2pglyc_x	2-Phosphoglycolate	2pglyc; 2pglyc_x	ASCFNMCAHFUBCO-UHFFFAOYSA-K
34hpp_h	3-(4-Hydroxyphenyl)pyruvate	34hpp; 34hpp_h	KKADPXVIOXHVKN-UHFFFAOYSA-M
3hhexACP_h	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]	3hhexACP; 3hhexACP_h	SQSDFFHXRYEMNS-RXMQYKEDSA-N
3hivcoa_m	3-Hydroxyisovaleryl-CoA	3hivcoa; 3hivcoa_m	PEVZKILCBDEOBT-CITAKDKDSA-N
3hlido_c	3-Hydroxylidocaine	3hlido; 3hlido_c	PMGUCIDDSCRAMY-UHFFFAOYSA-N
3hmrsACP_h	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]	3hmrsACP; 3hmrsACP_h	
3hocoa_x	(S)-3-Hydroxyoctanoyl-CoA	3hocoa; 3hocoa_x	ATVGTMKWKDUCMS-OTOYJEMWSA-N
3oddcoa_m	3-Oxododecanoyl-CoA	3oddcoa; 3oddcoa[m]; 3oddcoa_m	HQANBZHVWIDNQZ-IIZVUBDFSA-N
3odecACP_h	3-Oxodecanoyl-[acyl-carrier protein]	3odecACP; 3odecACP_h	
3ohcoa_x	3-Oxohexanoyl-CoA	3ohcoa; 3ohcoa_x	NFOYYXQAVVYWKV-HDRQGHTBSA-N
3omrsACP_h	3-Oxotetradecanoyl-[acyl-carrier protein]	3omrsACP; 3omrsACP_h	
3oocoa_m	3-Oxooctanoyl-CoA	3oocoa; 3oocoa_m	WPIVBCGRGVNDDT-CECATXLMSA-N
3ooctACP_h	3-Oxooctanoyl-[acyl-carrier protein]	3ooctACP; 3ooctACP_h	
3pg_x	3-Phospho-D-glycerate	3pg; 3pg_x	OSJPPGNTCRNQQC-UWTATZPHSA-N
3php_h	3-Phosphohydroxypyruvate	3php; 3php_h	LFLUCDOSQPJJBE-UHFFFAOYSA-N
3psme_h	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	3psme; 3psme_h	QUTYKIXIUDQOLK-PRJMDXOYSA-N
3sala_h	3-Sulfino-L-alanine	3sala; 3sala_h	ADVPTQAUNPRNPO-REOHCLBHSA-N
3snpyr_h	3-Sulfinopyruvate	3snpyr; 3snpyr_h	JXYLQEMXCAAMOL-UHFFFAOYSA-N
4abut_h	4-Aminobutanoate	4abut; 4abut_h	BTCSSZJGUNDROE-UHFFFAOYSA-M
4c2me_h	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	4c2me; 4c2me_h	YFAUKWZNPVBCFF-XHIBXCGHSA-N
4hproara_g	Hyp(4-b1)Ara	4hproara; 4hproara_g	
4hproaraaraaragal_g	Hyp(4-b1)Ara(2-b1)Ara(2-b1)Ara(2-a1)Gal	4hproaraaraaragal; 4hproaraaraaragal_g	
4hproaraaragalara_g	Hyp(4-b1)Ara(2-b1)Ara(2-a1)Gal(5-b1)Ara	4hproaraaragalara; 4hproaraaragalara_g	
4hproaraaragalmeara_g	Hyp(4-b1)Ara(2-b1)Ara(2-a1)Gal(5-b1)MeAra	4hproaraaragalmeara; 4hproaraaragalmeara_g	
4hproaraara_ara_gal_g	Hyp(4-b1)Ara(2-b1)Ara[(2-b1)Ara](3-a1)Gal	4hproaraara_DASH_LPAREN_DASH_ara_DASH_RPAREN_DASH_gal_g; 4hproaraara_ara_gal	
4hproaraara_gal_gal_g	Hyp(4-b1)Ara(2-b1)Ara[(2-a1)Gal](3-a1)Gal	4hproaraara_DASH_LPAREN_DASH_gal_DASH_RPAREN_DASH_gal_g; 4hproaraara_gal_gal	
4hproara_ara_gal_g	Hyp(4-b1)Ara[(2-b1)Ara](3-a1)Gal	4hproara_DASH_LPAREN_DASH_ara_DASH_RPAREN_DASH_gal_g; 4hproara_ara_gal	
4hproara_ara_galara_g	Hyp(4-b1)Ara[(2-b1)Ara](3-a1)Gal(2-b1)Ara	4hproara_DASH_LPAREN_DASH_ara_DASH_RPAREN_DASH_galara_g; 4hproara_ara_galara	
4mlacac_n	4 Maleylacetoacetate C8H6O6	4mlacac; 4mlacac_n	
4r5au_h	4-(1-D-Ribitylamino)-5-aminouracil	4r5au; 4r5au_h	XKQZIXVJVUPORE-RPDRRWSUSA-N
acACP_h	Acetyl-ACP	acACP; acACP_h	
accoa_s	Acetyl-CoA	accoa; accoa_s	ZSLZBFCDCINBPY-ZSJPKINUSA-N
achms_h	O Acetyl L homoserine C6H11NO4	achms; achms_h	
ACP_h	Acyl carrier protein	ACP; ACP_h	
actACP_h	Acetoacetyl-ACP	actACP; actACP_h	
ahcys_g	S-Adenosyl-L-homocysteine	ahcys; ahcys_g	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
aicar_h	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	aicar; aicar_h	NOTGFIUVDGNKRI-UUOKFMHZSA-N
allphn_m	Allophanate C2H3N2O3	allphn; allphn_m	
alltn_m	Allantoin	alltn; alltn_m	POJWUDADGALRAB-UHFFFAOYSA-N
ans_c	Anserine	ans; ans_c	MYYIAHXIVFADCU-QMMMGPOBSA-N
anth_h	Anthranilate	anth; anth_h	RWZYAGGXGHYGMB-UHFFFAOYSA-N
apocytc_h	Apocytochrome c	apocytc; apocytc_h	
apocytc_m	Apocytochrome c	apocytc; apocytc_m	
aps_h	Adenosine 5'-phosphosulfate	aps; aps_h	IRLPACMLTUPBCL-KQYNXXCUSA-N
aps_m	Adenosine 5'-phosphosulfate	aps; aps_m	IRLPACMLTUPBCL-KQYNXXCUSA-N
asnglcnacglcnacman_man_manman_manman_manmanmanglc_c	Asn(-b1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man[(6-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man(3-a1)Glc	asnglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_LPAREN_DASH_manman_DASH_RPAREN_DASH_manman_DASH_RPAREN_DASH_manmanmanglc_c; asnglcnacglcnacman_man_manman_manman_manmanmanglc	
asnglcnacglcnacman_man_manman_manman_manmanmanglcglcglc_c	Asn(-b1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man[(6-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man(3-a1)Glc(3-a1)Glc(2-a1)Glc	asnglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_LPAREN_DASH_manman_DASH_RPAREN_DASH_manman_DASH_RPAREN_DASH_manmanmanglcglcglc_c; asnglcnacglcnacman_man_manman_manman_manmanmanglcglcglc	
asqdpa1819Z160_c	2'-O-all-cis-5,9,12-octadecatrienoyl-sulfoquinovosyldiacylglycerol (2'-18:3(5,9,12)/18:1(9Z)/16:0)	asqdpa1819Z160; asqdpa1819Z160_c	
btcoa_x	Butanoyl-CoA	btcoa; btcoa[x]; btcoa_x	CRFNGMNYKDXRTN-CITAKDKDSA-N
btnCCP_h	Holo-[carboxylase]	btnCCP; btnCCP_h	
but2eACP_h	But-2-enoyl-[acyl-carrier protein]	but2eACP; but2eACP_h	YTTALSLGBLXCOB-NSCUHMNNSA-N
butACP_h	Butyryl-ACP (n-C4:0ACP)	butACP; butACP_h	
camp_n	CAMP C10H11N5O6P	camp; camp_n	
cat_c	Calcitriol	cat; cat_c	GMRQFYUYWCNGIN-NKMMMXOESA-N
cbtnCCP_h	Carboxybiotin-carboxyl-carrier protein	cbtnCCP; cbtnCCP_h	
cdp12dgr18111Z160_h	CDP-1-(9Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol	cdp12dgr18111Z160; cdp12dgr18111Z160_h	
cholphya_u	Chlorophyll a	chla; chla_u	ATNHDLDRLWWWCB-AENOIHSZSA-M
chlld_h	Chlorophyllide a	chlda; chlda_h	ANWUQYTXRXCEMZ-UHFFFAOYSA-L
cital_c	Citalopram	cital; cital_c	WSEQXVZVJXJVFP-UHFFFAOYSA-N
citr__L_h	L-Citrulline	citr_DASH_L_h; citr__L	RHGKLRLOHDJJDR-BYPYZUCNSA-N
co_h	Carbon monoxide	co; co_h	UGFAIRIUMAVXCW-UHFFFAOYSA-N
co2_h	CO2 CO2	co2; co2_h	
coa_s	Coenzyme A	coa; coa_s	RGJOEKWQDUBAIZ-IBOSZNHHSA-N
cpppg3_h	Coproporphyrinogen III	cpppg3; cpppg3_h	NIUVHXTXUXOFEB-UHFFFAOYSA-N
cytc_h	Cytochrome c	cytc; cytc_h	
cytc_m	Cytochrome c	cytc; cytc_m	
cytP450o_h	Oxidized flavoprotein (cytochrome P-450)	cytP450o; cytP450o_h	
ddcaACP_h	Dodecanoyl-ACP (n-C12:0ACP)	ddcaACP; ddcaACP_h	
dgdg1819Z1617Z_h	Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z)-hexadecenoyl, 18:1(9Z)/16:1(7Z))	dgdg1819Z1617Z; dgdg1819Z1617Z_h	
dgdg1819Z1637Z10Z13Z_h	Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl, 18:1(9Z)/16:3(7Z,10Z,13Z))	dgdg1819Z1637Z10Z13Z; dgdg1819Z1637Z10Z13Z_h	
dgdg1829Z12Z160_h	Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-hexadecanoyl, 18:2(9Z,12Z)/16:0)	dgdg1829Z12Z160; dgdg1829Z12Z160_h	
dgdg1829Z12Z1627Z10Z_h	Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z)-hexadecadienoyl, 18:2(9Z,12Z)/16:2(7Z,10Z))	dgdg1829Z12Z1627Z10Z; dgdg1829Z12Z1627Z10Z_h	
dgts1601829Z12Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:2(9Z,12Z))	dgts1601829Z12Z; dgts1601829Z12Z_c	
dgts1601845Z9Z12Z15Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:4(5Z,9Z,12Z,15Z))	dgts1601845Z9Z12Z15Z; dgts1601845Z9Z12Z15Z_c	
dgts18111Z1829Z12Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(11Z)/18:2(9Z,12Z))	dgts18111Z1829Z12Z; dgts18111Z1829Z12Z_c	
dgts1819Z1845Z9Z12Z15Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(9Z)/18:4(5Z,9Z,12Z,15Z))	dgts1819Z1845Z9Z12Z15Z; dgts1819Z1845Z9Z12Z15Z_c	
dgts1829Z12Z18111Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:1(11Z))	dgts1829Z12Z18111Z; dgts1829Z12Z18111Z_c	
dgts1829Z12Z1829Z12Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:2(9Z,12Z))	dgts1829Z12Z1829Z12Z; dgts1829Z12Z1829Z12Z_c	
dgts1829Z12Z1845Z9Z12Z15Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:4(5Z,9Z,12Z,15Z))	dgts1829Z12Z1845Z9Z12Z15Z; dgts1829Z12Z1845Z9Z12Z15Z_c	
dgts1839Z12Z15Z1819Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (18:3(9Z,12Z,15Z)/18:1(9Z))	dgts1839Z12Z15Z1819Z; dgts1839Z12Z15Z1819Z_c	
dgts1839Z12Z15Z1835Z9Z12Z_c	Diacylglyceryl-N,N,N-trimethylhomoserine (18:3(9Z,12Z,15Z)/18:3(5Z,9Z,12Z))	dgts1839Z12Z15Z1835Z9Z12Z; dgts1839Z12Z15Z1835Z9Z12Z_c	
dhdascb_u	Dehydroascorbate	dhdascb; dhdascb_u	SBJKKFFYIZUCET-JLAZNSOCSA-N
dhlam_h	Dihydrolipoamide C8H17NOS2	dhlam; dhlam_h	
dmcital_c	Demethylcitalopram	dmcital; dmcital_c	PTJADDMMFYXMMG-UHFFFAOYSA-N
dnad_h	Deamino-NAD+	dnad; dnad_h	SENPVEZBRZQVST-HISDBWNOSA-O
doldp_c	Dolichyl diphosphate	doldp; doldp_c	MXGLYEVGJRXBTP-QOLULZROSA-N
doldpglcnacglcnacman_man_manman_manman_manmanmanglc_c	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man[(6-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man(3-a1)Glc	doldpglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_LPAREN_DASH_manman_DASH_RPAREN_DASH_manman_DASH_RPAREN_DASH_manmanmanglc_c; doldpglcnacglcnacman_man_manman_manman_manmanmanglc	
doldpglcnacglcnacman_man_manman_manman_manmanmanglcglc_c	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man[(6-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man(3-a1)Glc(3-a1)Glc	doldpglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_LPAREN_DASH_manman_DASH_RPAREN_DASH_manman_DASH_RPAREN_DASH_manmanmanglcglc_c; doldpglcnacglcnacman_man_manman_manman_manmanmanglcglc	
doldpglcnacglcnacman_man_manman_manman_manmanmanglcglcglc_c	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man[(6-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man(3-a1)Glc(3-a1)Glc(2-a1)Glc	doldpglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_LPAREN_DASH_manman_DASH_RPAREN_DASH_manman_DASH_RPAREN_DASH_manmanmanglcglcglc_c; doldpglcnacglcnacman_man_manman_manman_manmanmanglcglcglc	
doldpglcnacglcnacman_manmanman_manmanman_c	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man(3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man	doldpglcnacglcnacman_DASH_LPAREN_DASH_manmanman_DASH_RPAREN_DASH_manmanman_c; doldpglcnacglcnacman_manmanman_manmanman	
doldpglcnacglcnacman_man_manmanman_c	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man	doldpglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_RPAREN_DASH_manmanman_c; doldpglcnacglcnacman_man_manmanman	
dolpglc_c	Dolichyl beta-D-glucosyl phosphate	dolpglc; dolpglc_c	AGLXCEGQRIYVRV-DVDHLLHCSA-N
dtocophe_h	Delta-Tocopherol	dvite; dvite_h	GZIFEOYASATJEH-VHFRWLAGSA-N
dxyl5p_h	1-deoxy-D-xylulose 5-phosphate	dxyl5p; dxyl5p_h	AJPADPZSRRUGHI-RFZPGFLSSA-N
echin_u	Echinenone	echn; echn_u	QXNWZXMBUKUYMD-QQGJMDNJSA-N
f2p_h	Beta-D-fructose 2-phosphate	f2p; f2p_h	PMTUDJVZIGZBIX-ZXXMMSQZSA-N
fdxrd_u	Reduced ferredoxin	fdxrd; fdxrd_u	
focytb5_c	Ferrocytochrome b5	focytb5; focytb5_c	
focytc_h	Ferrocytochrome c C42H53FeN8O6S2	focytc; focytc_h	
gal_n	D-Galactose	gal; gal_n	WQZGKKKJIJFFOK-SVZMEOIVSA-N
galctn__D_n	D-Galactonate	galctn_DASH_D_n; galctn__D	RGHNJXZEOKUKBD-MGCNEYSASA-M
gcarote_h	Gamma-Carotene	gcaro; gcaro_h	HRQKOYFGHJYEFS-BXOLYSJBSA-N
ggdp_u	Geranylgeranyl diphosphate C20H33O7P2	ggdp; ggdp_u	
glucys_h	Gamma-L-Glutamyl-L-cysteine	glucys; glucys_h	RITKHVBHSGLULN-WHFBIAKZSA-N
gly_h	Glycine	gly; gly_h	DHMQDGOQFOQNFH-UHFFFAOYSA-N
glyc3p_h	Glycerol 3-phosphate	glyc3p; glyc3p_h	AWUCVROLDVIAJX-UHFFFAOYSA-N
gthox_u	Oxidized glutathione	gthox; gthox_u	
gthrd_h	Reduced glutathione	gthrd; gthrd_h	RWSXRVCMGQZWBV-WDSKDSINSA-N
hgentis_h	Homogentisate C8H7O4	hgentis; hgentis_h	
hisp_h	L-Histidinol phosphate	hisp; hisp_h	CWNDERHTHMWBSI-YFKPBYRVSA-N
so3_h	Sulfite	hso3; hso3_h; so3; so3_h	LSNNMFCWUKXFEE-UHFFFAOYSA-L
inost_h	Myo-Inositol	inost; inost_h	CDAISMWEOUEBRE-UHFFFAOYSA-N
ipdp_h	Isopentenyl diphosphate	ipdp; ipdp_h	NUHSROFQTUXZQQ-UHFFFAOYSA-N
leu__L_h	L-Leucine	leu_DASH_L_h; leu__L; leu__L_h	ROHFNLRQFUQHCH-YFKPBYRVSA-N
lthstrl_c	5alpha-Cholest-7-en-3beta-ol	lthstrl; lthstrl[c]; lthstrl_c	IZVFFXVYBHFIHY-SKCNUYALSA-N
lumirhodopsin_s	Lumirhodopsin	lumirhodopsin; lumirhodopsin_s	
malACP_h	Malonyl-[acyl-carrier protein]	malACP; malACP_h	
malcoa_h	Malonyl CoA C24H33N7O19P3S	malcoa; malcoa_h	
man_h	D-Mannose	man; man_h	WQZGKKKJIJFFOK-QTVWNMPRSA-N
melib_h	Melibiose C12H22O11	melib; melib_h	
mfecostrl_c	4alpha-Methylfecosterol	mfecostrl; mfecostrl_c	QLDNWJOJCDIMKK-XLFBYWHPSA-N
mg2_u	Magnesium	mg2; mg2_u	FYYHWMGAXLPEAU-UHFFFAOYSA-N
mgdg1819Z1617Z_h	Monogalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z)-hexadecenoyl, 18:1(9Z)/16:1(7Z))	mgdg1819Z1617Z; mgdg1819Z1617Z_h	
mgdg1819Z1644Z7Z10Z13Z_h	Monogalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(4Z,7Z,10Z,13Z)-hexadecatetraenoyl, 18:1(9Z)/16:4(4Z,7Z,10Z,13Z))	mgdg1819Z1644Z7Z10Z13Z; mgdg1819Z1644Z7Z10Z13Z_h	
mgdg1829Z12Z1619Z_h	Monogalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(9Z)-hexadecenoyl, 18:2(9Z,12Z)/16:1(9Z))	mgdg1829Z12Z1619Z; mgdg1829Z12Z1619Z_h	
mgdg1829Z12Z1627Z10Z_h	Monogalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z)-hexadecadienoyl, 18:2(9Z,12Z)/16:2(7Z,10Z))	mgdg1829Z12Z1627Z10Z; mgdg1829Z12Z1627Z10Z_h	
mgdg1829Z12Z1637Z10Z13Z_h	Monogalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl, 18:2(9Z,12Z)/16:3(7Z,10Z,13Z))	mgdg1829Z12Z1637Z10Z13Z; mgdg1829Z12Z1637Z10Z13Z_h	
mgdg1829Z12Z1644Z7Z10Z13Z_h	Monogalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(4Z,7Z,10Z,13Z)-hexadecatetraenoyl, 18:2(9Z,12Z)/16:4(4Z,7Z,10Z,13Z))	mgdg1829Z12Z1644Z7Z10Z13Z; mgdg1829Z12Z1644Z7Z10Z13Z_h	
mgdg1839Z12Z15Z1627Z10Z_h	Monogalactosyldiacylglycerol (1-(9Z,12Z,15Z)-octadecatrienoyl,2-(7Z,10Z)-hexadecadienoyl, 18:3(9Z,12Z,15Z)/16:2(7Z,10Z))	mgdg1839Z12Z15Z1627Z10Z; mgdg1839Z12Z15Z1627Z10Z_h	
mi34p_n	1D-myo-Inositol 3,4-bisphosphate	mi34p; mi34p_n	MCKAJXMRULSUKI-CNWJWELYSA-N
mi3p__D_n	1D-myo-Inositol 3-phosphate	mi3p_DASH_D_n; mi3p__D	INAPMGSXUVUWAF-LXOASSSBSA-N
mmtsa_m	(S)-Methylmalonate semialdehyde	mmsa; mmsa_m	VOKUMXABRRXHAR-VKHMYHEASA-N
mnt_h	Manninotriose	mnt; mnt_h	FZWBNHMXJMCXLU-YRBKNLIBSA-N
mppp9_h	Magnesium protoporphyrin	mppp9; mppp9_h	REJJDEGSUOCEEW-UHFFFAOYSA-L
nadh_s	Nicotinamide adenine dinucleotide - reduced	nadh; nadh_s	
nadp_f	Nicotinamide adenine dinucleotide phosphate	nadp; nadp_f	XJLXINKUBYWONI-NNYOXOHSSA-N
nadp_h	Nicotinamide adenine dinucleotide phosphate	nadp; nadp_h	XJLXINKUBYWONI-NNYOXOHSSA-N
nh4_h	Ammonium	nh4; nh4_h	QGZKDVFQNNGYKY-UHFFFAOYSA-O
no_h	Nitric oxide	no; no_h	MWUXSHHQAYIFBG-UHFFFAOYSA-N
o2_h	O2 O2	o2; o2_h	
ocdca_h	Octadecanoate (n-C18:0)	ocdca; ocdca_h	QIQXTHQIDYTFRH-UHFFFAOYSA-M
ocdcaACP_h	Octadecanoyl-ACP (n-C18:0ACP)	ocdcaACP; ocdcaACP_h	
ocdccoa_c	Octadecanoyl-coa	ocdccoa; ocdccoa_c	SIARJEKBADXQJG-LFZQUHGESA-N
octe9ACP_h	Cis-octadec-9-enoyl-[acyl-carrier protein] ((9Z)-n-C18:1)	octe9ACP; octe9ACP_h	
orn_h	Ornithine	orn; orn_h	AHLPHDHHMVZTML-BYPYZUCNSA-N
pa1601819Z_c	1-hexadecanoyl,2-(9Z)-octadecenoyl-sn-glycerol 3-phosphate	pa1601819Z; pa1601819Z_c	
pa18111Z1819Z_h	1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl-sn-glycerol 3-phosphate	pa18111Z1819Z; pa18111Z1819Z_h	
pa18111Z1835Z9Z12Z_c	1-(11Z)-octadecenoyl,2-(5Z,9Z,12Z)-octadecatrienoyl-sn-glycerol 3-phosphate	pa18111Z1835Z9Z12Z; pa18111Z1835Z9Z12Z_c	
pa18111Z1845Z9Z12Z15Z_c	1-(11Z)-octadecenoyl,2-(5Z,9Z,12Z,15Z)-octadecatetraenoyl-sn-glycerol 3-phosphate	pa18111Z1845Z9Z12Z15Z; pa18111Z1845Z9Z12Z15Z_c	
pa1819Z160_h	1-(9Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol 3-phosphate	pa1819Z160; pa1819Z160_h	
pa1819Z18111Z_c	1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl-sn-glycerol 3-phosphate	pa1819Z18111Z; pa1819Z18111Z_c	
pa1819Z1819Z_c	1,2-di-(9Z)-octadecenoyl-sn-glycerol 3-phosphate	pa1819Z1819Z; pa1819Z1819Z_c	
pacoa_c	Pinolenyl-coa	pacoa; pacoa_c	
pail1819Z160_c	1-Phosphatidyl-D-myo-inositol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)	pail1819Z160; pail1819Z160_c	
pap_h	Adenosine 3',5'-bisphosphate	pap; pap_h	WHTCPDAXWFLDIH-KQYNXXCUSA-N
2p4c2me_h	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	2p4c2me; 2p4c2me_h; pcdme; pcdme_h	HTJXTKBIUVFUAR-XHIBXCGHSA-N
pe1801819Z_e	Phosphatidylethanolamine (18:0/18:1(9Z))	pe1801819Z; pe1801819Z_e	
pe1801829Z12Z_e	Phosphatidylethanolamine (18:0/18:2(9Z,12Z))	pe1801829Z12Z; pe1801829Z12Z_e	
pe1801845Z9Z12Z15Z_e	Phosphatidylethanolamine (18:0/18:4(5Z,9Z,12Z,15Z))	pe1801845Z9Z12Z15Z; pe1801845Z9Z12Z15Z_e	
pe18111Z1819Z_e	Phosphatidylethanolamine (18:1(11Z)/18:1(9Z))	pe18111Z1819Z; pe18111Z1819Z_e	
pe1819Z1819Z_e	Phosphatidylethanolamine (18:1(9Z)/18:1(9Z))	pe1819Z1819Z; pe1819Z1819Z_e	
pe1819Z1829Z12Z_e	Phosphatidylethanolamine (18:1(9Z)/18:2(9Z,12Z))	pe1819Z1829Z12Z; pe1819Z1829Z12Z_e	
pe1819Z1835Z9Z12Z_c	Phosphatidylethanolamine (18:1(9Z)/18:3(5Z,9Z,12Z))	pe1819Z1835Z9Z12Z; pe1819Z1835Z9Z12Z_c	
pg18111Z1613E_h	Phosphatidylglycerol (1-(11Z)-octadecenoyl,2-(3E)-hexadecenoyl, 18:1(11Z)/16:1(3E))	pg18111Z1613E; pg18111Z1613E_h	
pg1839Z12Z15Z160_h	Phosphatidylglycerol (1-(9Z,12Z,15Z)-octadecatrienoyl,2-hexadecanoyl, 18:3(9Z,12Z,15Z)/16:0)	pg1839Z12Z15Z160; pg1839Z12Z15Z160_h	
pgp18111Z160_h	Phosphatidylglycerophosphate (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0)	pgp18111Z160; pgp18111Z160_h	
pgp1819Z160_e	Phosphatidylglycerophosphate (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)	pgp1819Z160; pgp1819Z160_e	
pheme_h	Protoheme C34H30FeN4O4	pheme; pheme_h	
photon437_u	Photon (406 to 454 nm, indigo/blue)	photon437; photon437_u	
phpyr_h	Phenylpyruvate	phpyr; phpyr_h	BTNMPGBKDVTSJY-UHFFFAOYSA-N
phyto_h	All-trans-Phytoene	phyto; phyto_h	YVLPJIGOMTXXLP-KEKOKYSKSA-N
phytol_h	Phytol	phytol; phytol_h	BOTWFXYSPFMFNR-PYDDKJGSSA-N
pmtcoa_s	Palmitoyl-CoA (n-C16:0CoA)	pmtcoa; pmtcoa_s	MNBKLUUYKPBKDU-BBECNAHFSA-J
